Exercise,Date,Reps,Weight(lbs),Incline,Resistance,multiplier,Volume
Cable Rope Tricep Extension,2020-09-15,12,39.988750895846,0.0,0.0,1.0,479.865010750152
Cable Rope Tricep Extension,2020-01-18,12,79.977501791692,0.0,0.0,1.0,959.730021500304
Cable Rope Tricep Extension,2019-10-11,12,42.488047826836386,0.0,0.0,1.0,509.85657392203666
Cable Rope Tricep Extension,2020-09-15,12,39.988750895846,0.0,0.0,1.0,479.865010750152
Cable Rope Tricep Extension,2020-09-15,12,39.988750895846,0.0,0.0,1.0,479.865010750152
Cable Rope Tricep Extension,2019-10-15,8,57.483829412778626,0.0,0.0,1.0,459.870635302229
Cable Rope Tricep Extension,2020-10-01,10,47.48664168881713,0.0,0.0,1.0,474.86641688817133
Cable Rope Tricep Extension,2020-10-01,10,47.48664168881713,0.0,0.0,1.0,474.86641688817133
Cable Rope Tricep Extension,2020-10-01,10,47.48664168881713,0.0,0.0,1.0,474.86641688817133
Cable Rope Tricep Extension,2019-10-11,12,42.488047826836386,0.0,0.0,1.0,509.85657392203666
Cable Rope Tricep Extension,2019-10-15,8,57.483829412778626,0.0,0.0,1.0,459.870635302229
Cable Rope Tricep Extension,2020-08-19,15,29.991563171884504,0.0,0.0,1.0,449.8734475782676
Cable Rope Tricep Extension,2020-01-18,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2019-12-03,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2019-09-24,12,47.48664168881713,0.0,0.0,1.0,569.8397002658055
Cable Rope Tricep Extension,2019-12-03,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2020-01-18,15,69.9803140677305,0.0,0.0,1.0,1049.7047110159576
Cable Rope Tricep Extension,2020-01-09,8,49.985938619807506,0.0,0.0,1.0,399.88750895846005
Cable Rope Tricep Extension,2020-01-09,8,49.985938619807506,0.0,0.0,1.0,399.88750895846005
Cable Rope Tricep Extension,2020-01-09,8,49.985938619807506,0.0,0.0,1.0,399.88750895846005
Cable Rope Tricep Extension,2019-10-15,8,64.98172020574975,0.0,0.0,1.0,519.853761645998
Cable Rope Tricep Extension,2020-01-23,16,79.977501791692,0.0,0.0,1.0,1279.640028667072
Cable Rope Tricep Extension,2020-09-05,16,39.988750895846,0.0,0.0,1.0,639.820014333536
Cable Rope Tricep Extension,2019-09-24,12,47.48664168881713,0.0,0.0,1.0,569.8397002658055
Cable Rope Tricep Extension,2019-09-24,16,42.488047826836386,0.0,0.0,1.0,679.8087652293822
Cable Rope Tricep Extension,2020-01-18,12,79.977501791692,0.0,0.0,1.0,959.730021500304
Cable Rope Tricep Extension,2019-09-28,15,54.984532481788264,0.0,0.0,1.0,824.767987226824
Cable Rope Tricep Extension,2020-01-04,15,49.985938619807506,0.0,0.0,1.0,749.7890792971126
Cable Rope Tricep Extension,2020-01-04,12,59.98312634376901,0.0,0.0,1.0,719.7975161252281
Cable Rope Tricep Extension,2019-10-15,8,57.483829412778626,0.0,0.0,1.0,459.870635302229
Cable Rope Tricep Extension,2019-09-28,13,54.984532481788264,0.0,0.0,1.0,714.7989222632474
Cable Rope Tricep Extension,2019-09-28,12,47.48664168881713,0.0,0.0,1.0,569.8397002658055
Cable Rope Tricep Extension,2019-09-28,12,52.48523555079789,0.0,0.0,1.0,629.8228266095747
Cable Rope Tricep Extension,2020-01-23,16,79.977501791692,0.0,0.0,1.0,1279.640028667072
Cable Rope Tricep Extension,2020-07-16,18,34.99015703386525,0.0,0.0,1.0,629.8228266095746
Cable Rope Tricep Extension,2020-07-19,16,34.99015703386525,0.0,0.0,1.0,559.842512541844
Cable Rope Tricep Extension,2020-07-16,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2019-12-03,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2019-12-03,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2020-07-16,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2020-09-08,15,59.98312634376901,0.0,0.0,1.0,899.7468951565352
Cable Rope Tricep Extension,2020-09-08,10,59.98312634376901,0.0,0.0,1.0,599.83126343769
Cable Rope Tricep Extension,2020-06-09,16,49.985938619807506,0.0,0.0,1.0,799.7750179169201
Cable Rope Tricep Extension,2020-06-09,14,49.985938619807506,0.0,0.0,1.0,699.8031406773051
Cable Rope Tricep Extension,2019-09-08,13,47.48664168881713,0.0,0.0,1.0,617.3263419546226
Cable Rope Tricep Extension,2019-09-08,13,47.48664168881713,0.0,0.0,1.0,617.3263419546226
Cable Rope Tricep Extension,2020-10-11,8,49.985938619807506,0.0,0.0,1.0,399.88750895846005
Cable Rope Tricep Extension,2020-10-11,8,49.985938619807506,0.0,0.0,1.0,399.88750895846005
Cable Rope Tricep Extension,2020-10-11,8,49.985938619807506,0.0,0.0,1.0,399.88750895846005
Cable Rope Tricep Extension,2020-10-11,10,59.98312634376901,0.0,0.0,1.0,599.83126343769
Cable Rope Tricep Extension,2020-10-11,6,64.98172020574975,0.0,0.0,1.0,389.8903212344985
Cable Rope Tricep Extension,2020-10-11,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2020-09-08,10,59.98312634376901,0.0,0.0,1.0,599.83126343769
Cable Rope Tricep Extension,2020-01-14,12,44.987344757826754,0.0,0.0,1.0,539.8481370939211
Cable Rope Tricep Extension,2020-01-14,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2020-01-14,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2019-09-02,12,47.48664168881713,0.0,0.0,1.0,569.8397002658055
Cable Rope Tricep Extension,2019-09-02,10,52.48523555079789,0.0,0.0,1.0,524.8523555079789
Cable Rope Tricep Extension,2019-09-02,10,52.48523555079789,0.0,0.0,1.0,524.8523555079789
Cable Rope Tricep Extension,2020-09-05,16,39.988750895846,0.0,0.0,1.0,639.820014333536
Cable Rope Tricep Extension,2020-09-05,16,39.988750895846,0.0,0.0,1.0,639.820014333536
Cable Rope Tricep Extension,2020-09-05,16,39.988750895846,0.0,0.0,1.0,639.820014333536
Cable Rope Tricep Extension,2020-07-19,16,34.99015703386525,0.0,0.0,1.0,559.842512541844
Cable Rope Tricep Extension,2020-07-21,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2019-12-03,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2020-07-21,16,34.99015703386525,0.0,0.0,1.0,559.842512541844
Cable Rope Tricep Extension,2020-09-08,12,59.98312634376901,0.0,0.0,1.0,719.7975161252281
Cable Rope Tricep Extension,2020-07-21,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2020-07-24,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2020-07-24,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2020-07-24,20,34.99015703386525,0.0,0.0,1.0,699.803140677305
Cable Rope Tricep Extension,2020-09-08,12,49.985938619807506,0.0,0.0,1.0,599.83126343769
Cable Rope Tricep Extension,2020-08-19,16,29.991563171884504,0.0,0.0,1.0,479.86501075015207
Cable Rope Tricep Extension,2019-12-03,10,49.985938619807506,0.0,0.0,1.0,499.8593861980751
Cable Rope Tricep Extension,2020-02-04,10,64.98172020574975,0.0,0.0,1.0,649.8172020574975
Cable Rope Tricep Extension,2020-02-04,10,64.98172020574975,0.0,0.0,1.0,649.8172020574975
Cable Rope Tricep Extension,2020-02-04,10,54.984532481788264,0.0,0.0,1.0,549.8453248178827
Cable Rope Tricep Extension,2019-09-08,12,37.48945396485563,0.0,0.0,1.0,449.87344757826753
Cable Rope Tricep Extension,2019-09-08,12,42.488047826836386,0.0,0.0,1.0,509.85657392203666
Cable Rope Tricep Extension,2020-09-08,8,59.98312634376901,0.0,0.0,1.0,479.86501075015207
Cable Row,2020-01-13,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-01-13,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2019-10-22,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2019-10-22,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-03-04,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-17,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-03-04,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-13,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-17,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-17,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-17,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2019-10-13,12,134.96203427348027,0.0,0.0,1.0,1619.5444112817631
Cable Row,2020-03-01,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-13,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-03-01,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-01,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-03-01,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-03-01,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-09,6,119.96625268753802,0.0,0.0,1.0,719.7975161252281
Cable Row,2020-03-01,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-03-01,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-17,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-01-17,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-17,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-03-01,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-17,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-09,12,119.96625268753802,0.0,0.0,1.0,1439.5950322504561
Cable Row,2020-09-09,7,99.97187723961501,0.0,0.0,1.0,699.8031406773051
Cable Row,2020-09-09,12,99.97187723961501,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-13,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-09,6,119.96625268753802,0.0,0.0,1.0,719.7975161252281
Cable Row,2019-12-19,8,79.977501791692,0.0,0.0,1.0,639.820014333536
Cable Row,2019-10-13,12,149.9578158594225,0.0,0.0,1.0,1799.4937903130701
Cable Row,2019-09-07,10,129.9634404114995,0.0,0.0,1.0,1299.634404114995
Cable Row,2019-09-07,8,69.9803140677305,0.0,0.0,1.0,559.842512541844
Cable Row,2020-02-07,10,79.977501791692,0.0,0.0,1.0,799.7750179169201
Cable Row,2020-02-07,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-02-07,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-02-07,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-10-08,16,99.97187723961501,0.0,0.0,1.0,1599.5500358338402
Cable Row,2020-10-08,16,99.97187723961501,0.0,0.0,1.0,1599.5500358338402
Cable Row,2020-02-18,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-02-18,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-02-18,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-02-18,10,79.977501791692,0.0,0.0,1.0,799.7750179169201
Cable Row,2020-10-08,16,99.97187723961501,0.0,0.0,1.0,1599.5500358338402
Cable Row,2020-01-31,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-31,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-31,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-01-31,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2019-09-07,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2019-09-07,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-02-08,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2020-02-08,11,139.960628135461,0.0,0.0,1.0,1539.566909490071
Cable Row,2020-10-12,10,129.9634404114995,0.0,0.0,1.0,1299.634404114995
Cable Row,2020-10-12,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-10-12,7,144.95922199744172,0.0,0.0,1.0,1014.714553982092
Cable Row,2020-10-12,5,144.95922199744172,0.0,0.0,1.0,724.7961099872086
Cable Row,2020-10-12,8,124.96484654951875,0.0,0.0,1.0,999.71877239615
Cable Row,2020-02-08,10,84.97609565367277,0.0,0.0,1.0,849.7609565367277
Cable Row,2020-02-08,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-02-08,11,139.960628135461,0.0,0.0,1.0,1539.566909490071
Cable Row,2020-10-06,16,99.97187723961501,0.0,0.0,1.0,1599.5500358338402
Cable Row,2020-02-13,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2020-02-13,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2020-02-13,10,84.97609565367277,0.0,0.0,1.0,849.7609565367277
Cable Row,2020-02-08,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2019-09-03,15,104.97047110159573,0.0,0.0,1.0,1574.557066523936
Cable Row,2019-09-03,15,89.97468951565351,0.0,0.0,1.0,1349.6203427348025
Cable Row,2019-09-03,15,74.97890792971126,0.0,0.0,1.0,1124.6836189456687
Cable Row,2020-02-08,10,84.97609565367277,0.0,0.0,1.0,849.7609565367277
Cable Row,2020-02-08,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-02-13,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2020-10-06,16,99.97187723961501,0.0,0.0,1.0,1599.5500358338402
Cable Row,2020-10-06,16,99.97187723961501,0.0,0.0,1.0,1599.5500358338402
Cable Row,2019-09-14,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-22,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-22,6,169.95219130734552,0.0,0.0,1.0,1019.7131478440731
Cable Row,2020-01-22,8,169.95219130734552,0.0,0.0,1.0,1359.6175304587641
Cable Row,2020-09-15,10,129.9634404114995,0.0,0.0,1.0,1299.634404114995
Cable Row,2020-02-25,9,149.9578158594225,0.0,0.0,1.0,1349.6203427348025
Cable Row,2020-02-25,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-02-25,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-02-25,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-22,8,129.9634404114995,0.0,0.0,1.0,1039.707523291996
Cable Row,2020-02-25,8,84.97609565367277,0.0,0.0,1.0,679.8087652293822
Cable Row,2020-02-25,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-02-25,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-02-25,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-02-25,8,84.97609565367277,0.0,0.0,1.0,679.8087652293822
Cable Row,2020-09-11,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-11,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-11,9,119.96625268753802,0.0,0.0,1.0,1079.6962741878422
Cable Row,2019-10-13,7,149.9578158594225,0.0,0.0,1.0,1049.7047110159576
Cable Row,2020-02-25,9,149.9578158594225,0.0,0.0,1.0,1349.6203427348025
Cable Row,2019-10-13,12,134.96203427348027,0.0,0.0,1.0,1619.5444112817631
Cable Row,2020-01-22,10,79.977501791692,0.0,0.0,1.0,799.7750179169201
Cable Row,2020-09-15,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2019-09-14,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2019-09-14,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2019-09-14,10,134.96203427348027,0.0,0.0,1.0,1349.6203427348028
Cable Row,2019-09-14,8,79.977501791692,0.0,0.0,1.0,639.820014333536
Cable Row,2020-02-21,8,144.95922199744172,0.0,0.0,1.0,1159.6737759795337
Cable Row,2020-02-21,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2020-02-21,10,144.95922199744172,0.0,0.0,1.0,1449.5922199744173
Cable Row,2020-02-21,8,144.95922199744172,0.0,0.0,1.0,1159.6737759795337
Cable Row,2020-09-15,10,129.9634404114995,0.0,0.0,1.0,1299.634404114995
Cable Row,2020-02-21,10,84.97609565367277,0.0,0.0,1.0,849.7609565367277
Cable Row,2020-01-29,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-29,6,159.955003583384,0.0,0.0,1.0,959.730021500304
Cable Row,2020-01-29,6,159.955003583384,0.0,0.0,1.0,959.730021500304
Cable Row,2020-01-29,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-29,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-29,6,159.955003583384,0.0,0.0,1.0,959.730021500304
Cable Row,2020-01-29,6,159.955003583384,0.0,0.0,1.0,959.730021500304
Cable Row,2020-09-15,12,99.97187723961501,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-29,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-04,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-09,9,119.96625268753802,0.0,0.0,1.0,1079.6962741878422
Cable Row,2020-01-13,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-04,8,89.97468951565351,0.0,0.0,1.0,719.7975161252281
Cable Row,2019-12-05,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2019-12-05,8,159.955003583384,0.0,0.0,1.0,1279.640028667072
Cable Row,2019-12-05,7,159.955003583384,0.0,0.0,1.0,1119.685025083688
Cable Row,2019-12-05,8,159.955003583384,0.0,0.0,1.0,1279.640028667072
Cable Row,2020-03-04,8,79.977501791692,0.0,0.0,1.0,639.820014333536
Cable Row,2019-12-05,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2019-12-05,8,159.955003583384,0.0,0.0,1.0,1279.640028667072
Cable Row,2019-12-05,7,159.955003583384,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-01-06,12,119.96625268753802,0.0,0.0,1.0,1439.5950322504561
Cable Row,2020-01-06,12,119.96625268753802,0.0,0.0,1.0,1439.5950322504561
Cable Row,2020-01-04,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-06,12,124.96484654951875,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-03-06,10,84.97609565367277,0.0,0.0,1.0,849.7609565367277
Cable Row,2020-03-06,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-03-06,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-06,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-08,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-08,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-08,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-08,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-08,12,99.97187723961501,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-06,10,84.97609565367277,0.0,0.0,1.0,849.7609565367277
Cable Row,2020-03-06,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2019-12-05,8,159.955003583384,0.0,0.0,1.0,1279.640028667072
Cable Row,2020-01-04,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-01-04,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-09,6,149.9578158594225,0.0,0.0,1.0,899.7468951565351
Cable Row,2019-12-19,12,129.9634404114995,0.0,0.0,1.0,1559.561284937994
Cable Row,2019-12-19,12,129.9634404114995,0.0,0.0,1.0,1559.561284937994
Cable Row,2019-12-19,12,129.9634404114995,0.0,0.0,1.0,1559.561284937994
Cable Row,2019-12-19,10,129.9634404114995,0.0,0.0,1.0,1299.634404114995
Cable Row,2020-03-11,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-03-11,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-11,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-11,7,149.9578158594225,0.0,0.0,1.0,1049.7047110159576
Cable Row,2019-12-11,8,119.96625268753802,0.0,0.0,1.0,959.7300215003041
Cable Row,2019-12-11,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2019-12-11,8,159.955003583384,0.0,0.0,1.0,1279.640028667072
Cable Row,2019-12-11,10,159.955003583384,0.0,0.0,1.0,1599.5500358338402
Cable Row,2020-03-11,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2020-03-11,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-11,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-11,7,149.9578158594225,0.0,0.0,1.0,1049.7047110159576
Cable Row,2019-12-26,6,169.95219130734552,0.0,0.0,1.0,1019.7131478440731
Cable Row,2019-12-26,5,169.95219130734552,0.0,0.0,1.0,849.7609565367276
Cable Row,2019-12-26,5,169.95219130734552,0.0,0.0,1.0,849.7609565367276
Cable Row,2019-12-26,5,169.95219130734552,0.0,0.0,1.0,849.7609565367276
Cable Row,2019-12-26,5,149.9578158594225,0.0,0.0,1.0,749.7890792971125
Cable Row,2020-03-09,10,89.97468951565351,0.0,0.0,1.0,899.7468951565351
Cable Row,2020-03-09,10,154.95640972140325,0.0,0.0,1.0,1549.5640972140325
Cable Row,2020-03-09,10,154.95640972140325,0.0,0.0,1.0,1549.5640972140325
Cable Row,2020-03-09,9,154.95640972140325,0.0,0.0,1.0,1394.6076874926293
Cable Row,2020-03-06,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-03-06,8,149.9578158594225,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-10-12,10,104.97047110159573,0.0,0.0,1.0,1049.7047110159574
Cable Row,2020-09-03,12,79.977501791692,0.0,0.0,1.0,959.730021500304
Cable Row,2019-10-22,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-13,10,139.960628135461,0.0,0.0,1.0,1399.60628135461
Cable Row,2020-01-13,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2019-10-22,10,119.96625268753802,0.0,0.0,1.0,1199.66252687538
Cable Row,2020-09-03,12,79.977501791692,0.0,0.0,1.0,959.730021500304
Cable Row,2019-10-26,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-09-03,12,79.977501791692,0.0,0.0,1.0,959.730021500304
Cable Row,2019-10-26,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-13,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Row,2020-01-13,8,139.960628135461,0.0,0.0,1.0,1119.685025083688
Cable Row,2019-10-26,10,149.9578158594225,0.0,0.0,1.0,1499.578158594225
Cable Tricep Extension,2020-02-14,5,34.99015703386525,0.0,0.0,1.0,174.95078516932625
Cable Tricep Extension,2020-01-23,16,24.992969309903753,0.0,0.0,1.0,399.88750895846005
Cable Tricep Extension,2020-03-11,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2020-03-11,10,34.99015703386525,0.0,0.0,1.0,349.9015703386525
Cable Tricep Extension,2020-03-11,10,29.991563171884504,0.0,0.0,1.0,299.915631718845
Cable Tricep Extension,2020-02-28,8,34.99015703386525,0.0,0.0,1.0,279.921256270922
Cable Tricep Extension,2019-10-20,10,17.495078516932626,0.0,0.0,1.0,174.95078516932625
Cable Tricep Extension,2020-03-07,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2020-02-28,8,34.99015703386525,0.0,0.0,1.0,279.921256270922
Cable Tricep Extension,2019-10-15,6,19.994375447923005,0.0,0.0,1.0,119.96625268753803
Cable Tricep Extension,2019-10-15,10,14.995781585942252,0.0,0.0,1.0,149.9578158594225
Cable Tricep Extension,2020-02-14,5,39.988750895846,0.0,0.0,1.0,199.94375447923002
Cable Tricep Extension,2020-03-07,10,39.988750895846,0.0,0.0,1.0,399.88750895846005
Cable Tricep Extension,2020-03-06,10,39.988750895846,0.0,0.0,1.0,399.88750895846005
Cable Tricep Extension,2020-02-14,5,34.99015703386525,0.0,0.0,1.0,174.95078516932625
Cable Tricep Extension,2020-03-07,10,39.988750895846,0.0,0.0,1.0,399.88750895846005
Cable Tricep Extension,2020-02-28,8,34.99015703386525,0.0,0.0,1.0,279.921256270922
Cable Tricep Extension,2020-03-07,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2019-10-20,10,17.495078516932626,0.0,0.0,1.0,174.95078516932625
Cable Tricep Extension,2020-03-07,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2020-02-19,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2020-02-19,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2020-02-19,12,39.988750895846,0.0,0.0,1.0,479.865010750152
Cable Tricep Extension,2020-10-07,18,14.995781585942252,0.0,0.0,1.0,269.92406854696054
Cable Tricep Extension,2020-10-07,16,14.995781585942252,0.0,0.0,1.0,239.93250537507603
Cable Tricep Extension,2020-10-07,16,14.995781585942252,0.0,0.0,1.0,239.93250537507603
Cable Tricep Extension,2020-02-28,8,34.99015703386525,0.0,0.0,1.0,279.921256270922
Cable Tricep Extension,2020-01-21,10,24.992969309903753,0.0,0.0,1.0,249.92969309903754
Cable Tricep Extension,2020-03-06,10,39.988750895846,0.0,0.0,1.0,399.88750895846005
Cable Tricep Extension,2020-03-06,10,29.991563171884504,0.0,0.0,1.0,299.915631718845
Cable Tricep Extension,2020-03-06,10,29.991563171884504,0.0,0.0,1.0,299.915631718845
Cable Tricep Extension,2020-01-21,10,24.992969309903753,0.0,0.0,1.0,249.92969309903754
Cable Tricep Extension,2020-01-21,8,24.992969309903753,0.0,0.0,1.0,199.94375447923002
Cable Tricep Extension,2020-03-06,10,39.988750895846,0.0,0.0,1.0,399.88750895846005
Cable Tricep Extension,2020-01-21,8,24.992969309903753,0.0,0.0,1.0,199.94375447923002
Cable Tricep Extension,2020-01-21,10,24.992969309903753,0.0,0.0,1.0,249.92969309903754
Cable Tricep Extension,2020-02-24,12,34.99015703386525,0.0,0.0,1.0,419.88188440638305
Cable Tricep Extension,2020-03-02,8,39.988750895846,0.0,0.0,1.0,319.910007166768
Cable Tricep Extension,2020-03-11,10,39.988750895846,0.0,0.0,1.0,399.88750895846005
